player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_completed,freekicks_taken,fouls_committed,fouls_suffered,yellow,red,balls_recoverd,tackles,tackles_won,tackles_lost,clearance_attempted,saved,conceded,saved_penalties,cleansheets,punches_made
Coquelin,Villarreal,Midfielder,463,8,1,0,57.6,0,0,0,3,2,1,0,0,0,1,0,1,0,0,82.0,150,124,50,2,1,1,9,4,1,2,13,9,3,6,6,0,0,0,0,0
Ocampos,Sevilla,Midfielder,463,6,1,1,50.6,1,1,16,12,3,7,2,1,0,0,0,1,0,0,79.2,165,133,21,19,4,1,4,18,0,2,9,1,0,1,2,0,0,0,0,0
Lauper,Young Boys,Midfielder,462,6,0,0,42.1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,90.2,348,313,0,0,0,6,3,1,0,0,43,12,7,5,13,0,0,0,0,0
Grealish,Man. City,Midfielder,461,7,1,1,57.1,3,6,18,10,3,0,7,1,0,0,0,1,0,0,87.2,243,214,40,5,2,3,9,17,0,0,11,2,0,2,0,0,0,0,0,0
Claudinho,Zenit,Midfielder,460,6,2,0,55.8,0,0,0,13,4,6,3,1,0,1,0,2,0,0,85.3,267,229,45,22,10,5,7,8,0,1,20,6,1,5,3,0,0,0,0,0
Otávio,Porto,Midfielder,450,6,0,0,53.8,0,0,0,6,0,4,2,0,0,0,0,0,0,0,70.0,197,149,56,16,9,4,12,8,0,1,19,13,7,6,5,0,0,0,0,0
Feddal,Sporting CP,Defender,450,6,0,0,49.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71.5,259,229,0,0,0,7,0,0,0,0,24,8,3,5,19,0,0,0,0,0
Palomino,Atalanta,Defender,450,5,1,1,50.5,0,1,0,3,1,1,1,0,1,0,0,1,0,0,83.6,245,207,0,0,0,12,5,0,0,1,41,6,3,3,14,0,0,0,0,0
T. Hernández,Milan,Defender,450,5,0,1,51.4,3,4,10,3,0,2,1,0,0,0,0,0,0,0,78.6,215,172,31,16,5,7,5,9,0,2,21,5,2,3,11,0,0,0,0,0
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,2,0,0,2,0,0,0,0,0,0,0,89.6,362,331,0,7,0,9,4,6,0,0,24,9,1,8,21,0,0,0,0,0
Mykolenko,Dynamo Kyiv,Defender,450,5,0,0,56.4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,84.2,201,171,22,9,2,6,3,5,0,0,22,6,2,4,9,0,0,0,0,0
Syrota,Dynamo Kyiv,Defender,450,5,0,0,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,85.6,224,194,0,0,0,4,4,0,0,0,23,4,3,1,24,0,0,0,0,0
Koundé,Sevilla,Defender,450,5,0,0,53.2,0,0,0,5,2,2,1,0,0,0,0,0,0,0,90.0,343,311,0,0,0,11,3,4,0,0,48,0,0,0,15,0,0,0,0,0
Savić,Atlético,Defender,450,5,0,0,51.6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,81.0,191,158,0,0,0,9,1,1,0,1,34,6,5,1,17,0,0,0,0,0
Akanji,Dortmund,Defender,450,5,0,0,50.6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,87.0,299,262,0,1,0,9,1,2,0,0,39,5,2,3,12,0,0,0,0,0
L. Nielsen,Malmö,Defender,450,5,0,0,49.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,84.8,162,140,0,0,0,4,2,1,0,2,27,6,5,1,28,0,0,0,0,0
Marlon,Shakhtar Donetsk,Defender,450,5,0,0,48.8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,94.8,424,402,0,0,0,8,6,0,0,0,21,3,1,2,15,0,0,0,0,0
Mbemba,Porto,Defender,450,5,0,0,46.5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,88.2,215,192,100,2,2,10,3,4,1,2,31,4,1,3,19,0,0,0,0,0
Casteels,Wolfsburg,Goalkeeper,450,5,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,182,129,0,0,0,10,0,0,0,0,0,0,0,0,0,18,8,0,1,2
Ersin Destanoğlu,Beşiktaş,Goalkeeper,450,5,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,145,101,0,0,0,7,0,0,0,0,0,0,0,0,0,20,17,0,0,0
Donnarumma,Paris,Goalkeeper,450,5,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,153,128,0,0,0,13,0,0,0,0,0,0,0,0,0,18,6,1,2,9
Gulácsi,Leipzig,Goalkeeper,450,5,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,182,145,0,0,0,21,0,0,0,0,0,0,0,0,0,11,14,0,0,0
Bushchan,Dynamo Kyiv,Goalkeeper,450,5,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,200,142,0,0,0,18,0,0,0,0,0,0,0,0,0,13,11,0,0,4
Athanasiadis,Sheriff,Goalkeeper,450,5,0,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,154,106,0,0,0,10,0,0,0,0,0,0,0,0,0,29,8,0,1,2
Musiala,Bayern,Midfielder,448,8,1,1,59,0,1,20,10,3,2,5,0,1,0,0,1,0,0,83.4,168,141,0,2,0,0,5,5,0,0,17,2,1,1,1,0,0,0,0,0
Brorsson,Malmö,Defender,448,5,0,0,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,163,139,0,0,0,4,5,2,0,2,17,4,3,1,22,0,0,0,0,0
Ziyech,Chelsea,Midfielder,446,9,1,2,53.5,23,0,12,13,6,2,5,0,1,0,0,1,0,0,76.8,240,186,26,41,11,3,13,8,0,2,11,5,2,3,1,0,0,0,0,0
Saelemaekers,Milan,Midfielder,444,6,0,0,57.3,0,0,0,4,1,1,2,0,0,0,0,0,0,0,77.5,182,141,28,7,2,1,7,7,0,1,24,5,1,4,2,0,0,0,0,0
Douglas Santos,Zenit,Defender,444,5,0,2,50.5,6,1,3,5,0,3,2,0,0,0,0,0,0,0,85.0,238,202,39,23,9,4,4,6,0,0,23,8,5,3,20,0,0,0,0,0
Chistiakov,Zenit,Defender,444,5,0,0,50.8,0,0,0,5,1,2,2,0,0,0,0,0,0,0,92.2,209,196,0,0,0,4,7,1,1,2,19,6,4,2,18,0,0,0,0,0
Souza,Beşiktaş,Midfielder,442,5,0,0,55.5,0,0,0,3,0,2,1,0,0,0,0,0,0,0,87.2,267,237,0,1,0,13,7,3,1,3,40,20,12,8,9,0,0,0,0,0
Berget,Malmö,Midfielder,438,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,162,104,28,7,2,0,3,4,0,0,15,3,1,2,16,0,0,0,0,0
Onguéné,Salzburg,Defender,437,5,0,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,242,213,0,0,0,10,5,5,0,1,33,4,3,1,22,0,0,0,0,0
Buyalskiy,Dynamo Kyiv,Midfielder,436,5,0,0,58.5,0,0,0,4,3,0,1,0,0,0,0,0,0,0,80.4,101,84,50,2,1,0,2,14,0,1,8,5,2,3,1,0,0,0,0,0
Xeka,LOSC,Midfielder,435,7,0,0,54.1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,80.3,218,180,33,9,3,16,6,5,0,3,19,8,1,7,4,0,0,0,0,0
Mæhle,Atalanta,Defender,435,5,0,1,56.4,0,1,11,3,0,2,1,0,0,0,0,0,0,0,81.8,217,184,0,8,0,0,3,7,0,0,21,4,3,1,4,0,0,0,0,0
Garcia,Young Boys,Defender,435,5,0,0,40.2,0,0,0,5,1,2,2,0,0,0,0,0,0,0,79.8,226,184,30,23,7,6,9,2,0,1,21,8,4,4,7,0,0,0,0,0
Malcom,Zenit,Forward,434,6,0,1,48.6,6,2,12,10,3,3,4,0,0,0,0,0,0,0,84.5,179,149,23,21,5,5,3,14,0,0,13,3,2,1,2,0,0,0,0,0
Fred,Man. United,Midfielder,433,6,0,0,43.4,0,0,0,5,2,2,1,0,0,0,0,0,0,0,84.8,262,224,50,2,1,5,4,10,0,1,29,10,6,4,2,0,0,0,0,0
Angeliño,Leipzig,Defender,432,5,0,3,50.7,8,0,4,5,0,2,3,0,0,0,0,0,0,0,72.4,180,132,26,30,8,10,4,2,1,2,14,3,2,1,5,0,0,0,0,0
Pedraza,Villarreal,Midfielder,431,10,0,1,55.3,0,0,9,6,0,6,0,0,0,0,0,0,0,0,61.4,195,151,15,19,3,0,5,3,0,1,18,4,1,3,9,0,0,0,0,0
Pino,Villarreal,Forward,431,7,1,0,54.7,0,0,0,4,2,2,0,0,0,1,0,1,0,0,76.7,106,88,0,5,0,0,7,7,0,3,14,10,4,6,0,0,0,0,0,0
Verratti,Paris,Midfielder,431,5,0,0,55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,436,403,0,2,0,14,5,10,0,2,22,35,18,17,4,0,0,0,0,0
Guilavogui,Wolfsburg,Midfielder,429,5,0,0,50.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,85.4,215,184,0,0,0,5,11,2,1,4,39,6,1,5,26,0,0,0,0,0
Kanté,Chelsea,Midfielder,427,6,0,1,52.2,0,0,4,3,0,2,1,0,0,0,0,0,0,0,89.8,274,245,50,4,2,3,12,2,0,0,29,9,3,6,4,0,0,0,0,0
Kovačić,Chelsea,Midfielder,426,6,0,0,50.3,0,0,0,4,0,2,2,0,0,0,0,0,0,0,91.3,457,425,0,0,0,7,6,4,0,0,16,12,5,7,1,0,0,0,0,0
Lindelöf,Man. United,Defender,426,5,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6,280,263,50,2,1,8,5,1,0,1,30,5,3,2,15,0,0,0,0,0
Hermoso,Atlético,Defender,425,6,0,0,47.7,0,0,0,2,0,1,1,0,0,0,0,0,0,0,76.0,165,127,0,3,0,8,9,1,0,1,28,2,1,1,23,0,0,0,0,0
C. Martins Pereira,Young Boys,Midfielder,420,5,0,0,44.5,0,0,0,5,1,3,1,0,0,0,0,0,0,0,91.2,177,162,0,0,0,6,7,4,0,1,32,10,2,8,6,0,0,0,0,0
Hakan Çalhanoğlu,Inter,Midfielder,419,6,0,0,55.2,0,0,0,5,1,3,1,0,0,0,0,0,0,0,85.7,262,225,47,34,16,4,5,4,0,0,14,8,2,6,2,0,0,0,0,0
Wan0Bissaka,Man. United,Defender,419,6,0,0,45.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84.8,254,218,0,9,0,2,4,2,1,0,28,12,7,5,12,0,0,0,0,0
Tomori,Milan,Defender,418,5,1,0,45.4,0,0,0,3,2,1,0,1,0,0,0,1,0,0,87.4,194,169,0,0,0,3,7,4,0,2,30,10,3,7,22,0,0,0,0,0
Botman,LOSC,Defender,418,5,0,0,47.4,0,0,0,3,1,2,0,0,0,0,0,0,0,0,88.0,248,220,0,0,0,13,1,3,0,1,37,7,5,2,20,0,0,0,0,0
Rits,Club Brugge,Midfielder,417,6,2,0,53.9,0,0,0,8,4,2,2,1,1,0,0,2,0,0,77.2,129,101,33,3,1,3,2,4,0,0,14,5,3,2,2,0,0,0,0,0
Baku,Wolfsburg,Midfielder,413,6,1,0,48.6,0,0,0,2,1,0,1,1,0,0,0,1,0,0,68.7,144,99,11,9,1,2,3,1,0,0,11,0,0,0,8,0,0,0,0,0
Ahmedhodžić,Malmö,Defender,413,5,0,0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,225,191,0,0,0,10,6,0,1,1,32,6,3,3,24,0,0,0,0,0
André Silva,Leipzig,Forward,410,6,3,2,47.2,0,9,5,21,10,6,5,2,0,1,0,3,0,0,83.8,99,82,66,3,2,1,8,8,0,0,8,3,0,3,1,0,0,0,0,0
Vidal,Inter,Midfielder,409,7,1,2,53.2,0,0,2,3,2,0,1,0,1,0,0,1,0,0,90.4,254,222,66,3,2,3,10,6,0,1,30,19,10,9,9,0,0,0,0,0
Balanta,Club Brugge,Midfielder,407,5,0,0,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,155,124,0,2,0,1,18,3,0,4,37,10,3,7,9,0,0,0,0,0
Renato Sanches,LOSC,Midfielder,407,5,0,0,49.2,0,0,0,4,1,2,1,0,0,0,0,0,0,0,80.4,204,163,11,9,1,5,9,8,0,0,12,3,1,2,6,0,0,0,0,0
Zappacosta,Atalanta,Defender,405,6,0,1,51,0,0,12,7,1,4,2,0,0,0,0,0,0,0,89.7,188,162,8,12,1,6,6,11,0,1,10,4,0,4,3,0,0,0,0,0
Laimer,Leipzig,Midfielder,405,6,0,1,49.1,0,0,4,5,3,1,1,0,0,0,0,0,0,0,81.2,187,149,16,6,1,4,11,5,0,0,19,11,2,9,1,0,0,0,0,0
Kolovos,Sheriff,Midfielder,405,6,0,0,49.3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,71.5,88,66,0,1,0,0,1,8,0,1,10,1,0,1,0,0,0,0,0,0
Rosier,Beşiktaş,Defender,405,5,0,0,46.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84.4,177,150,14,14,2,3,4,3,0,0,23,7,3,4,9,0,0,0,0,0
Correa,Atlético,Forward,401,10,1,0,49.6,0,0,0,9,3,4,2,1,0,0,0,1,0,0,65.6,139,107,28,7,2,1,10,8,0,2,12,5,3,2,0,0,0,0,0,0
Gueye,Paris,Midfielder,400,7,1,0,48.1,0,0,0,4,2,2,0,1,0,0,0,1,0,0,88.7,209,190,33,3,1,2,10,7,0,1,14,12,5,7,5,0,0,0,0,0
McTominay,Man. United,Midfielder,400,5,0,0,53.8,0,0,0,4,1,2,1,0,0,0,0,0,0,0,90.2,217,197,0,0,0,10,7,4,0,1,28,7,2,5,4,0,0,0,0,0
Gavi,Barcelona,Midfielder,398,6,0,0,54.1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,92.8,164,153,0,3,0,1,16,7,0,2,20,9,4,5,2,0,0,0,0,0
Weghorst,Wolfsburg,Forward,398,5,0,0,49.4,0,0,0,8,2,5,1,0,0,0,0,0,0,0,75.0,92,69,0,0,0,0,10,6,0,2,10,3,2,1,3,0,0,0,0,0
Shaw,Man. United,Defender,397,5,0,2,36.6,3,1,1,1,0,1,0,0,0,0,0,0,0,0,79.8,233,190,29,17,5,6,7,5,0,2,20,6,4,2,2,0,0,0,0,0
Brandt,Dortmund,Midfielder,395,5,0,0,51.8,0,0,0,4,0,3,1,0,0,0,0,0,0,0,83.6,240,198,26,19,5,5,2,2,0,0,23,1,0,1,2,0,0,0,0,0
Sancho,Man. United,Midfielder,393,7,1,0,42,0,0,0,5,3,1,1,1,0,0,0,1,0,0,85.7,202,176,0,4,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0
Piqué,Barcelona,Defender,393,5,1,0,44,0,0,0,2,1,1,0,1,0,0,0,1,0,0,92.8,288,269,0,0,0,2,8,3,0,2,33,8,1,7,13,0,0,0,0,0
Malen,Dortmund,Forward,392,6,3,0,43.7,0,0,0,11,5,3,3,1,2,0,0,3,0,0,76.3,137,107,33,6,2,2,6,5,0,0,6,0,0,0,0,0,0,0,0,0
Romagnoli,Milan,Defender,392,5,0,0,44.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,86.4,221,192,0,1,0,7,4,0,0,0,32,10,7,3,18,0,0,0,0,0
Gnabry,Bayern,Forward,391,8,3,2,46.7,3,0,12,18,8,6,4,2,0,0,0,3,0,0,73.6,231,194,20,10,2,0,3,1,0,0,14,2,1,1,0,0,0,0,0,0
Zaidu,Porto,Defender,389,6,0,0,45.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,73.7,152,112,25,8,2,3,4,6,0,1,26,7,4,3,14,0,0,0,0,0
McKennie,Juventus,Midfielder,388,6,0,0,51.9,0,0,0,7,3,3,1,0,0,0,0,0,0,0,85.8,170,153,0,3,0,1,3,2,0,0,15,5,0,5,3,0,0,0,0,0
Hefti,Young Boys,Defender,386,6,1,1,38.8,0,0,3,2,1,0,1,0,1,0,0,0,1,0,74.7,204,154,30,20,6,3,9,1,0,1,19,9,4,5,7,0,0,0,0,0
Forsberg,Leipzig,Forward,385,6,2,2,48.2,9,0,3,11,4,3,4,2,0,0,0,1,1,1,83.8,164,132,53,13,7,5,6,4,0,0,12,2,0,2,1,0,0,0,0,0
Batshuayi,Beşiktaş,Forward,383,5,0,0,43.5,0,0,0,10,2,7,1,0,0,0,0,0,0,0,73.2,88,66,0,2,0,0,6,3,0,1,4,2,0,2,2,0,0,0,0,0
Bentancur,Juventus,Midfielder,382,5,0,1,48.7,0,1,2,2,0,2,0,0,0,0,0,0,0,0,83.0,206,176,0,4,0,0,5,2,0,0,23,7,3,4,2,0,0,0,0,0
Ricardo Esgaio,Sporting CP,Defender,380,8,0,2,48.8,0,0,1,2,0,1,1,0,0,0,0,0,0,0,75.6,171,146,33,3,1,7,7,3,0,1,17,7,3,4,5,0,0,0,0,0
Acuña,Sevilla,Defender,379,5,0,0,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,275,214,40,30,12,15,12,6,0,0,19,8,6,2,4,0,0,0,0,0
Lemar,Atlético,Midfielder,377,8,0,1,48.9,7,0,7,4,3,0,1,0,0,0,0,0,0,0,76.1,171,133,28,14,4,0,3,3,0,0,14,4,3,1,4,0,0,0,0,0
Bennacer,Milan,Midfielder,376,6,0,0,47.1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,85.8,200,170,36,11,4,16,7,8,0,1,31,9,5,4,5,0,0,0,0,0
De Pena,Dynamo Kyiv,Midfielder,375,6,0,0,49,0,0,0,4,2,0,2,0,0,0,0,0,0,0,70.3,124,87,10,10,1,3,0,0,0,0,10,2,1,1,3,0,0,0,0,0
Jordi Alba,Barcelona,Defender,375,5,0,1,45.8,0,1,0,3,2,1,0,0,0,0,0,0,0,0,84.0,301,251,30,30,9,7,4,2,0,0,22,4,1,3,7,0,0,0,0,0
Tetê,Shakhtar Donetsk,Forward,373,6,0,0,44.5,0,0,0,9,2,4,3,0,0,0,0,0,0,0,86.5,129,110,0,4,0,0,6,10,0,0,6,1,0,1,0,0,0,0,0,0
Demiral,Atalanta,Defender,370,6,1,0,42.2,0,0,0,2,2,0,0,0,0,1,0,1,0,0,92.2,176,162,0,0,0,9,4,2,0,1,31,3,1,2,21,0,0,0,0,0
Gonçalo Ramos,Benfica,Forward,369,7,1,1,52.1,0,0,4,10,2,4,4,1,0,0,0,1,0,0,78.3,101,76,0,0,0,1,8,6,0,2,14,0,0,0,2,0,0,0,0,0
Luís Neto,Sporting CP,Defender,368,6,0,0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,220,202,0,0,0,19,0,0,0,0,25,13,7,6,13,0,0,0,0,0
Pulišić,Chelsea,Midfielder,367,7,2,1,47.3,0,1,11,6,2,4,0,2,0,0,0,2,0,0,86.3,123,106,25,4,1,0,4,4,0,0,3,3,1,2,0,0,0,0,0,0
Ronald Araújo,Barcelona,Defender,367,5,0,0,36.4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,86.0,192,167,33,3,1,9,1,5,0,1,19,8,6,2,9,0,0,0,0,0
Kędziora,Dynamo Kyiv,Defender,366,5,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,129,106,16,6,1,6,3,3,0,0,12,8,4,4,8,0,0,0,0,0
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,79.4,199,185,0,0,0,5,6,3,0,2,15,4,2,2,10,0,0,0,0,0
Roussillon,Wolfsburg,Defender,362,6,0,0,41.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,78.7,131,103,0,7,0,0,4,2,0,2,27,3,2,1,8,0,0,0,0,0
Tolói,Atalanta,Defender,360,4,0,0,45.2,0,0,0,4,1,3,0,0,0,0,0,0,0,0,83.3,231,189,50,10,5,5,3,1,0,0,34,6,5,1,6,0,0,0,0,0
Matviyenko,Shakhtar Donetsk,Defender,360,4,0,0,43,0,0,0,2,0,2,0,0,0,0,0,0,0,0,92.8,350,328,0,2,0,1,2,3,0,0,27,2,1,1,9,0,0,0,0,0
Kritsyuk,Zenit,Goalkeeper,360,4,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3,97,74,0,0,0,9,0,0,0,0,0,0,0,0,0,12,6,0,1,10
Loftus0Cheek,Chelsea,Forward,358,8,0,1,44.2,0,0,15,5,1,3,1,0,0,0,0,0,0,0,80.3,252,229,42,7,3,2,5,9,0,2,11,4,2,2,2,0,0,0,0,0
Hummels,Dortmund,Defender,358,5,0,0,41.2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,86.8,310,277,0,0,0,3,6,1,1,1,28,8,1,7,12,0,0,0,0,0
Castañeda,Sheriff,Midfielder,357,5,0,0,45.5,0,0,0,4,2,1,1,0,0,0,0,0,0,0,79.6,90,73,25,8,2,1,5,5,0,0,11,8,1,7,3,0,0,0,0,0
Klostermann,Leipzig,Defender,357,5,0,0,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,161,140,0,1,0,2,3,0,0,1,24,4,3,1,17,0,0,0,0,0
Birmančević,Malmö,Midfielder,356,6,0,1,44.6,0,0,19,5,0,4,1,0,0,0,0,0,0,0,75.0,92,66,33,3,1,3,1,10,0,0,8,6,3,3,2,0,0,0,0,0
Ismaily,Shakhtar Donetsk,Defender,355,5,0,0,44.8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,86.0,184,159,0,4,0,5,1,4,0,0,19,1,1,0,13,0,0,0,0,0
Larin,Beşiktaş,Forward,354,5,1,0,40.2,0,0,0,8,5,2,1,0,0,1,0,1,0,0,78.0,100,78,0,1,0,0,7,11,0,3,7,7,2,5,4,0,0,0,0,0
Varane,Man. United,Defender,353,5,0,0,34.2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,88.0,245,222,0,0,0,6,3,2,0,1,34,0,0,0,18,0,0,0,0,0
Jesus,Man. City,Forward,352,8,4,1,41.9,0,4,7,9,7,1,1,4,0,0,0,4,0,0,86.0,131,113,0,4,0,0,9,3,0,3,6,3,2,1,1,0,0,0,0,0
Brahim Díaz,Milan,Midfielder,351,5,1,1,43.9,0,0,19,5,2,2,1,0,1,0,0,1,0,0,78.8,124,98,0,1,0,1,3,12,0,1,6,2,2,0,1,0,0,0,0,0
João Mário,Porto,Forward,351,4,0,0,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,126,95,11,9,1,7,1,4,0,0,21,1,0,1,6,0,0,0,0,0
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,0,0,0,12,5,4,3,2,0,0,0,2,0,0,80.4,77,63,0,1,0,0,6,3,0,1,6,2,0,2,1,0,0,0,0,0
Pepe,Porto,Defender,349,5,0,0,39.8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,86.0,190,163,0,2,0,10,3,6,0,1,30,4,2,2,17,0,0,0,0,0
Fernandinho,Man. City,Midfielder,347,8,0,2,44.7,0,0,1,4,0,2,2,0,0,0,0,0,0,0,85.3,291,254,40,5,2,12,1,12,0,1,17,9,4,5,1,0,0,0,0,0
Luis Suárez,Atlético,Forward,347,7,1,0,38.7,0,0,0,8,2,5,1,1,0,0,0,1,0,1,67.0,84,57,0,3,0,2,3,4,0,2,1,0,0,0,2,0,0,0,0,0
Pogba,Man. United,Midfielder,347,6,0,0,30.9,0,0,0,2,1,0,1,0,0,0,0,0,0,0,83.0,191,157,66,3,2,2,7,7,0,0,9,5,3,2,4,0,0,0,0,0
Camara,Young Boys,Defender,347,4,0,0,30.5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,87.0,208,185,0,0,0,4,4,0,0,0,22,7,3,4,11,0,0,0,0,0
Okafor,Salzburg,Midfielder,345,6,3,0,40,0,0,0,7,5,1,1,3,0,0,0,3,0,0,51.0,80,51,0,4,0,0,5,2,0,1,3,5,0,5,0,0,0,0,0,0
Ghezzal,Beşiktaş,Midfielder,345,5,1,0,38.3,0,0,0,8,2,6,0,0,1,0,0,1,0,1,69.0,161,113,14,14,2,3,4,6,0,1,8,7,1,6,0,0,0,0,0,0
Lenglet,Barcelona,Defender,345,4,0,0,40.4,0,0,0,4,1,2,1,0,0,0,0,0,0,0,89.3,304,274,0,1,0,7,3,2,0,1,17,6,2,4,2,0,0,0,0,0
Taarabt,Benfica,Midfielder,343,9,0,0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,149,127,0,4,0,6,5,4,0,2,13,4,1,3,1,0,0,0,0,0
Pedrinho,Shakhtar Donetsk,Midfielder,343,4,0,0,40.9,0,0,0,10,2,4,4,0,0,0,0,0,0,0,88.0,170,150,50,4,2,0,5,3,0,0,4,2,0,2,0,0,0,0,0,0
Siebatcheu,Young Boys,Forward,341,6,2,0,35.6,0,0,0,10,3,6,1,1,0,1,0,2,0,0,68.3,64,51,0,0,0,0,7,3,0,0,5,1,0,1,2,0,0,0,0,0
