player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_completed,freekicks_taken,fouls_committed,fouls_suffered,yellow,red,balls_recoverd,tackles,tackles_won,tackles_lost,clearance_attempted,saved,conceded,saved_penalties,cleansheets,punches_made
Vranckx,Wolfsburg,Midfielder,337,4,0,0,41.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80.0,95,77,50,6,3,1,8,7,0,0,17,4,0,4,3,0,0,0,0,0
Chiesa,Juventus,Forward,336,4,2,0,37.5,0,0,0,13,4,8,1,0,2,0,0,2,0,0,84.5,90,77,25,12,3,1,5,11,0,0,4,1,0,1,1,0,0,0,0,0
Gvardiol,Leipzig,Defender,334,6,0,0,41.5,0,0,0,4,0,2,2,0,0,0,0,0,0,0,86.3,196,162,0,2,0,3,8,3,0,0,39,9,5,4,12,0,0,0,0,0
Tonali,Milan,Midfielder,333,6,0,0,44.4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,78.5,184,148,33,9,3,14,3,6,0,0,21,2,2,0,6,0,0,0,0,0
Jesús Navas,Sevilla,Defender,332,4,0,0,40,0,0,0,2,1,0,1,0,0,0,0,0,0,0,83.5,249,209,31,19,6,3,3,4,0,1,15,0,0,0,5,0,0,0,0,0
Sobol,Club Brugge,Defender,331,4,0,1,39.1,0,0,4,2,0,2,0,0,0,0,0,0,0,0,75.0,96,74,25,4,1,1,3,2,0,0,14,4,3,1,11,0,0,0,0,0
Brooks,Wolfsburg,Defender,331,4,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,167,143,0,0,0,13,5,0,1,3,18,3,2,1,23,0,0,0,0,0
Trigueros,Villarreal,Midfielder,330,9,1,0,42.9,0,0,0,6,6,0,0,1,0,0,0,1,0,0,81.3,142,116,0,2,0,4,3,6,0,0,8,6,1,5,4,0,0,0,0,0
Pedro Gonçalves,Sporting CP,Midfielder,329,5,4,2,41.3,7,0,10,13,7,3,3,4,0,0,0,3,1,1,64.2,83,54,62,8,5,1,3,4,0,0,10,4,3,1,1,0,0,0,0,0
Mbabu,Wolfsburg,Defender,328,6,0,0,38.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,64.8,141,96,31,16,5,4,7,3,0,2,17,7,5,2,16,0,0,0,0,0
Solet,Salzburg,Defender,328,5,0,0,38.9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,84.6,142,123,0,0,0,6,4,0,0,0,36,1,0,1,18,0,0,0,0,0
Christiansen,Malmö,Midfielder,328,4,0,0,41.9,0,0,0,5,1,3,1,0,0,0,0,0,0,0,80.8,193,163,16,12,2,11,3,3,0,1,13,2,0,2,4,0,0,0,0,0
Jordán,Sevilla,Midfielder,327,6,1,0,43.3,0,0,0,3,2,0,1,0,0,1,0,1,0,0,91.5,221,203,50,4,2,9,10,4,1,2,18,6,2,4,2,0,0,0,0,0
Herrera,Paris,Midfielder,326,6,1,0,44.3,0,0,0,3,2,0,1,0,1,0,0,1,0,0,80.3,224,199,50,2,1,3,6,5,0,1,12,9,6,3,5,0,0,0,0,0
Garmash,Dynamo Kyiv,Midfielder,325,6,1,0,42.7,0,0,0,7,3,1,3,1,0,0,0,1,0,0,78.5,88,69,0,2,0,0,11,15,0,2,10,9,2,7,1,0,0,0,0,0
Aké,Man. City,Defender,324,6,1,0,36.9,0,0,0,4,1,3,0,0,0,1,0,1,0,0,90.3,259,244,0,0,0,7,3,4,0,1,19,3,3,0,19,0,0,0,0,0
L. Nmecha,Wolfsburg,Forward,322,5,2,0,42,0,0,0,9,4,1,4,1,0,1,0,2,0,0,79.8,66,50,0,1,0,0,8,9,0,3,7,5,2,3,3,0,0,0,0,0
Solomon,Shakhtar Donetsk,Midfielder,322,5,0,0,42.3,0,0,0,7,1,4,2,0,0,0,0,0,0,0,90.0,136,123,0,5,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0
Gómez,Sevilla,Forward,322,5,0,0,36.7,0,0,0,5,1,1,3,0,0,0,0,0,0,0,83.8,176,148,13,15,2,1,1,5,0,0,8,1,0,1,1,0,0,0,0,0
Kessié,Milan,Midfielder,321,5,0,1,41.2,0,0,0,4,1,2,1,0,0,0,0,0,0,0,85.0,175,150,100,4,4,10,9,6,1,2,15,4,0,4,5,0,0,0,0,0
Lukaku,Chelsea,Forward,320,6,2,0,31.5,0,0,0,11,3,6,2,0,1,1,0,2,0,0,79.5,61,49,75,4,3,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0
Grujić,Porto,Midfielder,320,6,0,1,40.9,0,0,3,7,6,1,0,0,0,0,0,0,0,0,76.5,131,110,0,0,0,2,9,4,0,1,16,8,3,5,4,0,0,0,0,0
Paredes,Paris,Midfielder,315,5,0,0,36.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,93.8,315,298,0,0,0,10,7,5,0,3,18,8,1,7,1,0,0,0,0,0
Calabria,Milan,Defender,315,4,0,0,38.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,76.3,120,91,25,8,2,6,2,3,0,0,23,0,0,0,11,0,0,0,0,0
Orbán,Leipzig,Defender,315,4,0,0,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,194,176,0,0,0,6,4,3,0,1,25,5,4,1,10,0,0,0,0,0
Lovren,Zenit,Defender,315,4,0,0,34.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,88.8,159,141,50,2,1,5,2,0,0,2,19,1,1,0,19,0,0,0,0,0
Dahlin,Malmö,Goalkeeper,315,4,0,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,98,52,0,0,0,13,1,0,0,1,0,0,0,0,0,19,8,1,0,3
Evanilson,Porto,Forward,313,4,0,0,34.9,0,0,0,4,1,2,1,0,0,0,0,0,0,0,79.5,72,58,0,1,0,0,9,15,0,0,4,6,2,4,3,0,0,0,0,0
Welinton,Beşiktaş,Defender,313,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5,183,158,0,4,0,7,6,1,1,1,31,13,4,9,11,0,0,0,0,0
Bruno,Sheriff,Midfielder,312,6,0,0,38.5,0,0,0,3,1,1,1,0,0,0,0,0,0,0,76.2,82,63,50,6,3,2,7,5,0,0,10,2,2,0,6,0,0,0,0,0
Moreno,Villarreal,Defender,309,7,1,0,41.7,0,0,0,3,2,1,0,0,1,0,0,1,0,0,82.3,135,110,100,2,2,2,5,3,0,2,8,4,0,4,6,0,0,0,0,0
Montero,Beşiktaş,Defender,306,4,1,0,34.6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,85.8,168,147,0,0,0,8,4,3,0,2,27,12,6,6,11,0,0,0,0,0
Vrsaljko,Atlético,Defender,304,5,0,0,36.9,0,0,0,2,1,1,0,0,0,0,0,0,0,0,65.6,80,55,20,5,1,1,12,2,0,1,23,6,3,3,8,0,0,0,0,0
Greenwood,Man. United,Forward,304,4,1,1,38.1,0,3,6,2,2,0,0,0,1,0,0,1,0,0,85.8,143,123,40,5,2,0,3,3,0,1,3,0,0,0,1,0,0,0,0,0
Azmoun,Zenit,Forward,303,5,2,1,30.3,0,1,2,8,6,1,1,2,0,0,0,2,0,0,53.6,56,38,50,2,1,0,3,1,0,0,7,3,0,3,4,0,0,0,0,0
Malinovskyi,Atalanta,Midfielder,301,5,1,0,38.5,0,0,0,11,4,3,4,0,1,0,0,0,1,0,82.2,143,114,41,31,13,6,6,9,0,0,4,6,2,4,2,0,0,0,0,0
Sérgio Oliveira,Porto,Midfielder,300,6,1,0,39.7,0,0,0,2,1,1,0,1,0,0,0,1,0,1,77.0,127,96,45,20,9,13,5,1,0,1,14,7,2,5,6,0,0,0,0,0
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,3,0,2,1,0,0,0,0,0,0,0,85.5,115,99,16,6,1,1,2,0,0,1,9,2,1,1,5,0,0,0,0,0
Sowah,Club Brugge,Forward,298,5,0,0,38.4,0,0,0,6,0,3,3,0,0,0,0,0,0,0,67.2,110,77,7,14,1,0,5,2,0,0,11,7,1,6,4,0,0,0,0,0
Ikoné,LOSC,Midfielder,297,5,1,2,35.3,0,1,15,11,4,2,5,1,0,0,0,1,0,0,73.6,97,75,0,0,0,1,6,2,0,4,9,0,0,0,1,0,0,0,0,0
Simakan,Leipzig,Defender,297,4,0,0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.0,158,142,100,1,1,7,6,3,0,2,22,5,2,3,8,0,0,0,0,0
Lukebakio,Wolfsburg,Forward,296,6,0,0,35.9,0,0,0,3,0,1,2,0,0,0,0,0,0,0,79.3,70,53,50,2,1,0,2,4,0,0,5,3,2,1,0,0,0,0,0,0
Rafael Leão,Milan,Forward,294,4,1,1,32.4,0,3,16,1,1,0,0,1,0,0,0,1,0,0,73.5,57,42,27,11,3,0,4,2,0,1,6,5,1,4,3,0,0,0,0,0
Sutormin,Zenit,Midfielder,293,4,1,0,34.3,0,0,0,2,2,0,0,0,1,0,0,0,1,0,89.5,160,145,33,6,2,4,1,1,0,0,5,1,0,1,3,0,0,0,0,0
Alex Telles,Man. United,Defender,293,4,1,0,33.5,0,0,0,1,1,0,0,0,1,0,0,0,1,0,88.0,179,164,21,33,7,12,2,6,0,2,13,3,0,3,4,0,0,0,0,0
Bernardeschi,Juventus,Midfielder,292,5,0,2,36.3,7,1,7,7,5,1,1,0,0,0,0,0,0,0,87.2,131,111,38,18,7,7,2,4,0,0,10,2,1,1,2,0,0,0,0,0
Adams,Leipzig,Midfielder,292,5,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4,166,146,0,1,0,0,6,2,0,4,8,8,5,3,2,0,0,0,0,0
Hudson0Odoi,Chelsea,Midfielder,289,5,1,2,32.3,1,1,15,7,3,0,4,0,1,0,0,1,0,0,90.2,149,134,40,10,4,0,4,3,0,1,7,2,0,2,0,0,0,0,0,0
Uribe,Porto,Midfielder,289,4,0,0,36.8,0,0,0,3,0,2,1,0,0,0,0,0,0,0,83.5,112,96,0,1,0,2,6,1,0,3,28,12,4,8,1,0,0,0,0,0
De Sciglio,Juventus,Defender,286,4,0,1,33.3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,85.3,144,126,30,23,7,0,5,2,0,0,24,5,5,0,4,0,0,0,0,0
M. Olsson,Malmö,Defender,284,6,0,0,34.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,72.8,105,82,12,8,1,5,3,3,0,0,8,1,0,1,17,0,0,0,0,0
Dimarco,Inter,Defender,283,7,0,0,36.3,0,0,0,6,2,2,2,0,0,0,0,0,0,0,89.3,158,138,29,37,11,10,3,2,0,1,12,2,2,0,7,0,0,0,0,0
Capaldo,Salzburg,Midfielder,281,7,0,0,36.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,66.6,112,78,25,8,2,4,15,8,0,3,28,14,5,9,5,0,0,0,0,0
Peña,Malmö,Midfielder,281,5,0,0,32.5,0,0,0,4,2,1,1,0,0,0,0,0,0,0,80.4,170,138,20,5,1,6,3,3,0,1,12,11,4,7,2,0,0,0,0,0
Dzyuba,Zenit,Forward,277,6,0,1,31.2,0,2,1,6,1,3,2,0,0,0,0,0,0,0,65.8,61,39,0,0,0,0,1,3,0,0,4,1,0,1,8,0,0,0,0,0
Rakitić,Sevilla,Midfielder,276,5,2,1,36.4,7,0,0,7,3,2,2,2,0,0,0,2,0,2,77.6,148,124,21,14,3,14,6,3,0,1,11,5,1,4,1,0,0,0,0,0
Larsson,Malmö,Defender,275,4,0,0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67.3,86,67,60,5,3,6,5,8,0,2,13,0,0,0,6,0,0,0,0,0
Chukwueze,Villarreal,Midfielder,273,9,2,0,37,0,0,0,3,2,1,0,0,2,0,0,2,0,0,62.3,50,37,0,2,0,1,6,2,0,0,5,1,0,1,2,0,0,0,0,0
Rakip,Malmö,Midfielder,273,6,0,0,35.9,0,0,0,3,1,2,0,0,0,0,0,0,0,0,72.2,67,48,50,2,1,4,12,6,0,1,4,6,3,3,1,0,0,0,0,0
Rieder,Young Boys,Midfielder,272,6,1,1,38.7,6,0,2,6,2,1,3,1,0,0,0,0,1,0,69.7,98,69,11,9,1,3,6,1,0,0,14,8,4,4,3,0,0,0,0,0
Rafa Mir,Sevilla,Forward,271,6,1,1,36.4,0,0,1,10,4,5,1,1,0,0,0,1,0,0,58.8,46,29,50,2,1,0,3,1,0,1,3,0,0,0,3,0,0,0,0,0
Kampl,Leipzig,Midfielder,270,3,0,0,35.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.7,180,165,33,3,1,2,5,2,0,1,15,8,4,4,2,0,0,0,0,0
Verissimo,Benfica,Defender,270,3,0,0,30.2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,83.0,111,93,0,0,0,6,2,1,0,1,23,2,1,1,11,0,0,0,0,0
N0Sakala,Beşiktaş,Defender,270,3,0,0,30.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,81.3,161,134,41,12,5,0,0,0,0,0,14,7,3,4,5,0,0,0,0,0
Kjær,Milan,Defender,270,3,0,0,28.6,0,0,0,2,1,1,0,0,0,0,0,0,0,0,88.7,134,119,0,0,0,4,2,1,0,0,16,4,2,2,18,0,0,0,0,0
Faivre,Young Boys,Goalkeeper,270,3,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,122,100,0,0,0,2,0,0,0,0,0,0,0,0,0,12,6,0,0,1
Tătăruşanu,Milan,Goalkeeper,270,3,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3,93,83,0,0,0,6,0,0,0,0,0,0,0,0,0,8,2,0,1,2
Maignan,Milan,Goalkeeper,270,3,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,114,83,0,0,0,11,0,0,0,0,0,0,0,0,0,14,7,1,0,1
Trubin,Shakhtar Donetsk,Goalkeeper,270,3,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,94,78,0,0,0,5,0,0,0,0,0,0,0,0,0,18,9,0,0,0
Navas,Paris,Goalkeeper,270,3,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.3,101,86,0,0,0,9,0,0,0,0,0,0,0,0,0,11,5,0,0,3
Von Ballmoos,Young Boys,Goalkeeper,270,3,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,85,59,0,0,0,5,0,0,0,0,0,0,0,0,0,9,6,0,0,1
Fassnacht,Young Boys,Midfielder,269,3,0,0,23.3,0,0,0,8,3,4,1,0,0,0,0,0,0,0,85.7,86,73,16,6,1,1,2,0,0,1,9,0,0,0,2,0,0,0,0,0
Alan Patrick,Shakhtar Donetsk,Midfielder,268,4,0,1,37.1,4,0,5,6,1,1,4,0,0,0,0,0,0,0,81.3,153,127,50,4,2,4,6,6,0,0,10,2,0,2,1,0,0,0,0,0
Pyatov,Shakhtar Donetsk,Goalkeeper,266,3,0,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.3,83,75,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,0,2,4
Arthur,Juventus,Midfielder,264,6,0,0,35.2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,94.0,293,278,50,2,1,7,4,4,0,1,14,3,2,1,1,0,0,0,0,0
Kenan Karaman,Beşiktaş,Forward,264,5,0,0,33.7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,65.0,74,56,0,1,0,0,4,2,0,0,7,2,2,0,1,0,0,0,0,0
Wijnaldum,Paris,Midfielder,261,5,2,0,31.6,0,0,0,4,4,0,0,0,1,1,0,2,0,0,93.4,97,89,0,0,0,3,4,5,0,0,5,4,0,4,1,0,0,0,0,0
Giroud,Milan,Forward,261,5,0,0,29,0,0,0,5,3,2,0,0,0,0,0,0,0,0,75.6,48,36,0,3,0,0,5,2,0,2,4,2,1,1,3,0,0,0,0,0
Pjanic,Beşiktaş,Midfielder,261,3,0,2,32.7,9,0,4,3,0,3,0,0,0,0,0,0,0,0,83.3,216,182,60,10,6,19,2,6,0,1,16,2,1,1,2,0,0,0,0,0
Mehmet Topal,Beşiktaş,Midfielder,261,3,0,0,29.6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,86.3,81,70,0,0,0,1,1,1,0,0,14,1,1,0,3,0,0,0,0,0
Di María,Paris,Forward,260,5,0,1,32.1,8,1,3,8,2,4,2,0,0,0,0,0,0,0,69.6,154,135,28,7,2,4,4,2,0,0,12,6,4,2,2,0,0,0,0,0
Djimsiti,Atalanta,Defender,260,5,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,191,160,100,1,1,6,3,1,0,0,31,5,4,1,8,0,0,0,0,0
Dia,Villarreal,Forward,258,8,1,0,33.3,0,0,0,5,2,1,2,1,0,0,0,1,0,0,54.4,46,35,0,0,0,1,3,3,0,0,3,2,2,0,3,0,0,0,0,0
Steffen,Wolfsburg,Midfielder,258,5,2,0,31.1,0,0,0,5,2,2,1,0,2,0,0,2,0,0,74.8,84,66,50,2,1,0,5,4,0,2,6,3,2,1,6,0,0,0,0,0
Onana,LOSC,Midfielder,257,8,0,0,34.9,0,0,0,2,0,1,1,0,0,0,0,0,0,0,82.8,95,76,0,0,0,1,1,3,0,0,17,7,6,1,3,0,0,0,0,0
Rashford,Man. United,Forward,257,5,1,0,29.5,0,0,0,10,2,5,3,1,0,0,0,1,0,0,78.4,110,91,20,5,1,1,3,4,0,1,3,1,1,0,0,0,0,0,0,0
Kuzyaev,Zenit,Midfielder,257,4,1,0,31.7,0,0,0,3,1,1,1,0,0,1,0,1,0,0,90.0,79,71,66,3,2,0,3,4,0,0,10,1,0,1,5,0,0,0,0,0
Marcos Antônio,Shakhtar Donetsk,Midfielder,256,5,0,0,36.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,94.4,234,224,0,0,0,5,3,3,0,1,8,4,1,3,1,0,0,0,0,0
Dybala,Juventus,Forward,255,5,3,1,30.6,2,0,8,12,5,7,0,0,3,0,0,3,0,2,87.0,178,156,11,9,1,3,2,6,0,0,7,2,1,1,0,0,0,0,0,0
Weah,LOSC,Forward,255,5,0,0,29.4,0,0,0,5,0,2,3,0,0,0,0,0,0,0,81.0,66,51,25,4,1,0,2,2,0,0,5,1,1,0,3,0,0,0,0,0
Meraş,Beşiktaş,Defender,253,3,0,0,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.7,88,71,50,2,1,2,1,2,0,0,12,1,0,1,8,0,0,0,0,0
Krunić,Milan,Midfielder,252,4,0,0,30.6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,88.5,90,77,0,0,0,1,3,8,0,0,11,3,2,1,1,0,0,0,0,0
Iličić,Atalanta,Midfielder,249,4,1,1,29.3,2,2,13,3,1,0,2,0,1,0,0,1,0,0,78.0,130,101,57,7,4,8,1,11,0,0,2,4,1,3,0,0,0,0,0,0
Nico González,Barcelona,Midfielder,247,4,0,0,33.6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,90.0,143,129,0,0,0,1,6,3,0,1,12,6,3,3,1,0,0,0,0,0
Eric García,Barcelona,Defender,247,4,0,0,29.7,0,0,0,2,0,1,1,0,0,0,0,0,0,0,97.5,203,197,0,0,0,1,6,1,1,3,14,3,1,2,4,0,0,0,0,0
Werner,Chelsea,Forward,246,5,4,2,29.8,0,1,10,10,5,0,5,4,0,0,0,4,0,0,77.6,71,58,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Gudmundsson,LOSC,Defender,243,4,0,0,29.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,70.0,76,53,0,9,0,2,2,7,0,1,10,2,2,0,4,0,0,0,0,0
Sierro,Young Boys,Midfielder,240,5,1,0,28.5,0,0,0,5,3,1,1,0,1,0,0,1,0,0,72.4,114,86,60,5,3,4,5,0,0,2,10,1,0,1,7,0,0,0,0,0
André Almeida,Benfica,Defender,236,5,0,0,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,103,82,33,3,1,7,2,5,0,0,15,6,2,4,8,0,0,0,0,0
Šeško,Salzburg,Forward,234,6,0,0,32.1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,67.3,58,40,100,1,1,1,4,0,0,0,6,0,0,0,1,0,0,0,0,0
Tolisso,Bayern,Midfielder,234,4,0,1,31.3,0,0,0,4,2,2,0,0,0,0,0,0,0,0,86.8,197,178,0,2,0,6,5,3,0,0,15,3,2,1,2,0,0,0,0,0
Dalot,Man. United,Defender,233,3,0,0,21,0,0,0,4,1,2,1,0,0,0,0,0,0,0,80.3,135,115,33,6,2,2,5,0,0,1,9,2,0,2,10,0,0,0,0,0
Klaassen,Ajax,Midfielder,232,7,1,1,33.6,0,0,0,1,1,0,0,1,0,0,0,1,0,0,76.7,108,94,50,2,1,0,5,2,0,0,10,3,1,2,2,0,0,0,0,0
Adamu,Salzburg,Forward,231,8,1,0,32.6,0,0,0,4,2,0,2,1,0,0,0,1,0,0,60.4,59,32,0,1,0,0,10,2,0,0,6,8,2,6,0,0,0,0,0,0
Dest,Barcelona,Defender,230,4,0,0,30.2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,85.5,109,95,0,8,0,1,3,3,0,1,11,3,3,0,0,0,0,0,0,0
Suso,Sevilla,Forward,228,4,0,0,25.2,0,0,0,8,2,5,1,0,0,0,0,0,0,0,82.0,99,81,23,17,4,2,5,6,0,1,4,1,0,1,0,0,0,0,0,0
Herrera,Atlético,Midfielder,226,4,0,0,30.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,82.3,121,102,0,6,0,6,6,2,0,2,20,4,1,3,1,0,0,0,0,0
Stepanenko,Shakhtar Donetsk,Midfielder,225,4,0,0,30.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,94.3,146,137,0,1,0,4,7,0,0,0,8,4,1,3,3,0,0,0,0,0
Diawara,Malmö,Goalkeeper,225,3,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,66,48,0,0,0,4,0,0,0,0,0,0,0,0,0,13,6,0,0,1
Moi Gómez,Villarreal,Midfielder,222,6,0,1,32,0,0,4,4,2,0,2,0,0,0,0,0,0,0,83.2,83,62,25,4,1,0,3,0,0,0,5,3,2,1,4,0,0,0,0,0
Rieks,Malmö,Midfielder,222,3,1,0,27.8,0,0,0,3,1,2,0,1,0,0,0,1,0,0,79.3,68,55,0,1,0,1,1,1,0,1,4,4,2,2,8,0,0,0,0,0
Pašalić,Atalanta,Midfielder,220,5,1,1,30,0,0,2,3,1,2,0,0,1,0,0,1,0,0,79.6,71,57,0,1,0,1,2,1,0,1,7,1,1,0,2,0,0,0,0,0
Trippier,Atlético,Defender,220,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,95,70,20,5,1,2,1,4,0,0,7,3,3,0,1,0,0,0,0,0
Mingueza,Barcelona,Defender,219,5,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,140,119,18,11,2,7,7,1,0,0,11,2,1,1,0,0,0,0,0,0
Bozdoğan,Beşiktaş,Midfielder,219,4,0,0,28.3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,74.8,52,39,100,1,1,1,4,7,0,1,4,1,1,0,0,0,0,0,0,0
Nuno Santos,Sporting CP,Forward,218,7,1,0,28.9,0,0,0,2,1,1,0,0,1,0,0,1,0,0,60.1,72,49,11,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Vitinha,Porto,Midfielder,218,6,0,0,31.1,0,0,0,4,1,0,3,0,0,0,0,0,0,0,89.8,142,127,0,11,0,6,3,0,0,2,12,4,0,4,1,0,0,0,0,0
Kalulu,Milan,Defender,216,5,0,1,26.6,0,0,1,2,1,1,0,0,0,0,0,0,0,0,68.8,79,57,50,6,3,2,3,0,0,1,10,5,3,2,1,0,0,0,0,0
Dahoud,Dortmund,Midfielder,212,4,0,2,28.2,7,1,3,6,1,1,4,0,0,0,0,0,0,0,86.0,141,117,60,5,3,2,2,2,0,0,11,1,0,1,0,0,0,0,0,0
Corona,Porto,Forward,212,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,76,55,28,7,2,2,3,4,0,1,9,4,0,4,5,0,0,0,0,0
Nianzou,Bayern,Midfielder,212,4,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,199,192,0,0,0,5,6,2,0,1,16,4,2,2,1,0,0,0,0,0
Pessina,Atalanta,Midfielder,211,4,1,0,29.4,0,0,0,2,2,0,0,0,1,0,0,1,0,0,74.3,100,78,33,3,1,1,2,3,0,0,11,1,1,0,1,0,0,0,0,0
Koopmeiners,Atalanta,Midfielder,210,5,0,1,28.9,8,0,1,4,0,1,3,0,0,0,0,0,0,0,57.8,135,106,25,12,3,4,3,3,0,0,7,4,1,3,3,0,0,0,0,0
Szoboszlai,Leipzig,Midfielder,209,4,2,0,26.9,0,0,0,4,2,2,0,1,1,0,0,2,0,1,79.8,105,85,44,9,4,5,1,3,0,0,4,0,0,0,2,0,0,0,0,0
Marlos,Shakhtar Donetsk,Midfielder,206,6,0,0,25.4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,91.2,126,110,50,4,2,2,0,0,0,0,4,1,1,0,1,0,0,0,0,0
